trade_no,entry_time,exit_time,direction,entry,sl,tp,exit_price,pnl,result,risk_pts,critical,month
999,2025-04-03 00:05:00,2025-04-03 00:15:00,BUY,82609.0,82509.0,82809.0,82809.0,200.0,TP,100.0,False,2025-04
1000,2025-04-03 01:10:00,2025-04-03 01:20:00,BUY,83305.5,83205.5,83505.5,83205.5,-100.0,SL,100.0,False,2025-04
1001,2025-04-03 02:15:00,2025-04-03 02:20:00,SELL,83362.5,83462.5,83162.5,83462.5,-100.0,SL,100.0,False,2025-04
1002,2025-04-03 03:10:00,2025-04-03 03:20:00,SELL,83459.0,83559.0,83259.0,83559.0,-100.0,SL,100.0,False,2025-04
1003,2025-04-03 04:40:00,2025-04-03 04:45:00,BUY,83655.5,83555.5,83855.5,83555.5,-100.0,SL,100.0,False,2025-04
1004,2025-04-03 07:25:00,2025-04-03 07:35:00,BUY,83375.0,83275.0,83575.0,83275.0,-100.0,SL,100.0,False,2025-04
1005,2025-04-03 10:20:00,2025-04-03 10:40:00,SELL,83409.0,83509.0,83209.0,83209.0,200.0,TP,100.0,False,2025-04
1006,2025-04-03 10:50:00,2025-04-03 11:00:00,SELL,83324.0,83424.0,83124.0,83124.0,200.0,TP,100.0,False,2025-04
1007,2025-04-03 11:30:00,2025-04-03 11:35:00,SELL,83023.0,83123.0,82823.0,83123.0,-100.0,SL,100.0,False,2025-04
1008,2025-04-03 13:30:00,2025-04-03 13:35:00,BUY,82611.0,82511.0,82811.0,82511.0,-100.0,SL,100.0,False,2025-04
1009,2025-04-03 16:50:00,2025-04-03 17:05:00,SELL,81838.0,81938.0,81638.0,81938.0,-100.0,SL,100.0,False,2025-04
1010,2025-04-03 19:15:00,2025-04-03 19:25:00,SELL,81968.5,82068.5,81768.5,82068.5,-100.0,SL,100.0,False,2025-04
1011,2025-04-03 20:25:00,2025-04-03 20:40:00,SELL,81849.0,81949.0,81649.0,81949.0,-100.0,SL,100.0,False,2025-04
1012,2025-04-04 01:20:00,2025-04-04 01:25:00,SELL,82990.0,83090.0,82790.0,83090.0,-100.0,SL,100.0,False,2025-04
1013,2025-04-04 02:05:00,2025-04-04 02:30:00,BUY,82956.0,82856.0,83156.0,82856.0,-100.0,SL,100.0,False,2025-04
1014,2025-04-04 03:30:00,2025-04-04 04:30:00,SELL,82737.5,82837.5,82537.5,82837.5,-100.0,SL,100.0,False,2025-04
1015,2025-04-04 06:25:00,2025-04-04 06:35:00,BUY,83215.5,83115.5,83415.5,83115.5,-100.0,SL,100.0,False,2025-04
1016,2025-04-04 07:00:00,2025-04-04 07:10:00,BUY,83091.5,82991.5,83291.5,83291.5,200.0,TP,100.0,False,2025-04
1017,2025-04-04 08:55:00,2025-04-04 09:00:00,SELL,84315.0,84415.0,84115.0,84415.0,-100.0,SL,100.0,False,2025-04
1018,2025-04-04 10:05:00,2025-04-04 10:10:00,SELL,84215.5,84315.5,84015.5,84015.5,200.0,TP,100.0,False,2025-04
1019,2025-04-04 13:30:00,2025-04-04 13:35:00,SELL,82407.5,82507.5,82207.5,82507.5,-100.0,SL,100.0,True,2025-04
1020,2025-04-04 13:55:00,2025-04-04 14:00:00,BUY,83021.5,82921.5,83221.5,83221.5,200.0,TP,100.0,False,2025-04
1021,2025-04-04 15:00:00,2025-04-04 15:05:00,BUY,83193.5,83093.5,83393.5,83093.5,-100.0,SL,100.0,False,2025-04
1022,2025-04-04 16:20:00,2025-04-04 16:25:00,SELL,82816.0,82916.0,82616.0,82916.0,-100.0,SL,100.0,False,2025-04
1023,2025-04-04 17:15:00,2025-04-04 17:20:00,SELL,82999.0,83099.0,82799.0,83099.0,-100.0,SL,100.0,False,2025-04
1024,2025-04-04 20:10:00,2025-04-04 20:15:00,SELL,83742.5,83842.5,83542.5,83842.5,-100.0,SL,100.0,True,2025-04
1025,2025-04-04 21:40:00,2025-04-04 21:55:00,BUY,84260.0,84160.0,84460.0,84160.0,-100.0,SL,100.0,False,2025-04
1026,2025-04-04 23:45:00,2025-04-05 00:00:00,BUY,83850.5,83750.5,84050.5,83750.5,-100.0,SL,100.0,False,2025-04
1027,2025-04-05 00:50:00,2025-04-05 01:05:00,BUY,83714.5,83614.5,83914.5,83914.5,200.0,TP,100.0,False,2025-04
1028,2025-04-05 08:15:00,2025-04-05 08:20:00,SELL,83443.0,83543.0,83243.0,83543.0,-100.0,SL,100.0,False,2025-04
1029,2025-04-05 09:05:00,2025-04-05 09:40:00,BUY,83528.0,83428.0,83728.0,83728.0,200.0,TP,100.0,False,2025-04
1030,2025-04-05 12:30:00,2025-04-05 12:40:00,SELL,83372.5,83472.5,83172.5,83172.5,200.0,TP,100.0,False,2025-04
1031,2025-04-05 13:15:00,2025-04-05 13:20:00,SELL,83094.5,83194.5,82894.5,82894.5,200.0,TP,100.0,False,2025-04
1032,2025-04-05 14:00:00,2025-04-05 14:05:00,BUY,82800.0,82700.0,83000.0,82700.0,-100.0,SL,100.0,False,2025-04
1033,2025-04-05 16:25:00,2025-04-05 16:30:00,SELL,82562.5,82662.5,82362.5,82662.5,-100.0,SL,100.0,False,2025-04
1034,2025-04-05 17:15:00,2025-04-05 18:10:00,BUY,82784.0,82684.0,82984.0,82984.0,200.0,TP,100.0,False,2025-04
1035,2025-04-05 20:40:00,2025-04-05 20:45:00,SELL,82911.0,83011.0,82711.0,83011.0,-100.0,SL,100.0,False,2025-04
1036,2025-04-06 02:05:00,2025-04-06 03:35:00,SELL,83378.5,83478.5,83178.5,83178.5,200.0,TP,100.0,False,2025-04
1037,2025-04-06 06:35:00,2025-04-06 06:40:00,SELL,83318.5,83418.5,83118.5,83118.5,200.0,TP,100.0,False,2025-04
1038,2025-04-06 10:05:00,2025-04-06 10:15:00,SELL,82892.0,82992.0,82692.0,82692.0,200.0,TP,100.0,False,2025-04
1039,2025-04-06 11:15:00,2025-04-06 11:50:00,SELL,82701.5,82801.5,82501.5,82801.5,-100.0,SL,100.0,False,2025-04
1040,2025-04-06 12:00:00,2025-04-06 12:10:00,BUY,82885.5,82785.5,83085.5,82785.5,-100.0,SL,100.0,False,2025-04
1041,2025-04-06 14:05:00,2025-04-06 14:20:00,BUY,82460.0,82360.0,82660.0,82360.0,-100.0,SL,100.0,False,2025-04
1042,2025-04-06 15:40:00,2025-04-06 15:55:00,BUY,82599.5,82499.5,82799.5,82499.5,-100.0,SL,100.0,False,2025-04
1043,2025-04-06 19:45:00,2025-04-06 19:50:00,SELL,79136.5,79236.5,78936.5,79236.5,-100.0,SL,100.0,False,2025-04
1044,2025-04-06 21:15:00,2025-04-06 21:20:00,BUY,79508.0,79408.0,79708.0,79408.0,-100.0,SL,100.0,False,2025-04
1045,2025-04-07 06:00:00,2025-04-07 06:05:00,BUY,77092.0,76992.0,77292.0,76992.0,-100.0,SL,100.0,False,2025-04
1046,2025-04-07 07:40:00,2025-04-07 07:45:00,BUY,75310.0,75210.0,75510.0,75210.0,-100.0,SL,100.0,False,2025-04
1047,2025-04-07 09:30:00,2025-04-07 09:40:00,BUY,76353.0,76253.0,76553.0,76553.0,200.0,TP,100.0,False,2025-04
1048,2025-04-07 12:05:00,2025-04-07 12:10:00,SELL,76448.5,76548.5,76248.5,76548.5,-100.0,SL,100.0,False,2025-04
1049,2025-04-07 13:50:00,2025-04-07 13:55:00,BUY,77268.5,77168.5,77468.5,77468.5,200.0,TP,100.0,False,2025-04
1050,2025-04-07 14:25:00,2025-04-07 14:30:00,SELL,78020.5,78120.5,77820.5,78120.5,-100.0,SL,100.0,False,2025-04
1051,2025-04-07 15:10:00,2025-04-07 15:15:00,SELL,78020.5,78120.5,77820.5,78120.5,-100.0,SL,100.0,True,2025-04
1052,2025-04-07 18:15:00,2025-04-07 18:20:00,BUY,79166.0,79066.0,79366.0,79066.0,-100.0,SL,100.0,False,2025-04
1053,2025-04-07 21:15:00,2025-04-07 21:20:00,BUY,79111.5,79011.5,79311.5,79011.5,-100.0,SL,100.0,False,2025-04
1054,2025-04-07 21:45:00,2025-04-07 21:50:00,BUY,79008.5,78908.5,79208.5,79208.5,200.0,TP,100.0,False,2025-04
1055,2025-04-08 04:25:00,2025-04-08 04:40:00,BUY,80170.0,80070.0,80370.0,80370.0,200.0,TP,100.0,False,2025-04
1056,2025-04-08 05:50:00,2025-04-08 06:00:00,BUY,79822.0,79722.0,80022.0,79722.0,-100.0,SL,100.0,False,2025-04
1057,2025-04-08 06:40:00,2025-04-08 06:50:00,BUY,79465.5,79365.5,79665.5,79365.5,-100.0,SL,100.0,False,2025-04
1058,2025-04-08 08:05:00,2025-04-08 08:10:00,SELL,79219.5,79319.5,79019.5,79019.5,200.0,TP,100.0,False,2025-04
1059,2025-04-08 08:20:00,2025-04-08 08:35:00,SELL,78987.0,79087.0,78787.0,79087.0,-100.0,SL,100.0,False,2025-04
1060,2025-04-08 08:50:00,2025-04-08 08:55:00,SELL,78987.0,79087.0,78787.0,79087.0,-100.0,SL,100.0,False,2025-04
1061,2025-04-08 10:00:00,2025-04-08 10:05:00,SELL,78826.5,78926.5,78626.5,78926.5,-100.0,SL,100.0,False,2025-04
1062,2025-04-08 13:00:00,2025-04-08 13:05:00,BUY,79951.0,79851.0,80151.0,79851.0,-100.0,SL,100.0,True,2025-04
1063,2025-04-08 13:35:00,2025-04-08 13:40:00,SELL,79879.0,79979.0,79679.0,79679.0,200.0,TP,100.0,False,2025-04
1064,2025-04-08 14:25:00,2025-04-08 14:30:00,SELL,79481.5,79581.5,79281.5,79281.5,200.0,TP,100.0,False,2025-04
1065,2025-04-08 17:35:00,2025-04-08 17:40:00,BUY,77069.0,76969.0,77269.0,77269.0,200.0,TP,100.0,False,2025-04
1066,2025-04-08 17:50:00,2025-04-08 18:00:00,BUY,77307.5,77207.5,77507.5,77207.5,-100.0,SL,100.0,False,2025-04
1067,2025-04-08 18:15:00,2025-04-08 18:20:00,BUY,77320.0,77220.0,77520.0,77520.0,200.0,TP,100.0,False,2025-04
1068,2025-04-08 18:30:00,2025-04-08 18:35:00,BUY,77667.0,77567.0,77867.0,77567.0,-100.0,SL,100.0,False,2025-04
1069,2025-04-08 19:50:00,2025-04-08 19:55:00,BUY,77051.0,76951.0,77251.0,76951.0,-100.0,SL,100.0,False,2025-04
1070,2025-04-08 21:25:00,2025-04-08 21:30:00,SELL,76820.5,76920.5,76620.5,76920.5,-100.0,SL,100.0,False,2025-04
1071,2025-04-09 00:10:00,2025-04-09 00:20:00,BUY,76467.0,76367.0,76667.0,76667.0,200.0,TP,100.0,False,2025-04
1072,2025-04-09 01:35:00,2025-04-09 01:40:00,BUY,75456.5,75356.5,75656.5,75356.5,-100.0,SL,100.0,True,2025-04
1073,2025-04-09 05:25:00,2025-04-09 05:30:00,BUY,76749.0,76649.0,76949.0,76649.0,-100.0,SL,100.0,False,2025-04
1074,2025-04-09 07:00:00,2025-04-09 07:05:00,BUY,77134.5,77034.5,77334.5,77334.5,200.0,TP,100.0,False,2025-04
1075,2025-04-09 08:15:00,2025-04-09 08:20:00,SELL,77284.0,77384.0,77084.0,77384.0,-100.0,SL,100.0,False,2025-04
1076,2025-04-09 11:00:00,2025-04-09 11:05:00,SELL,76924.5,77024.5,76724.5,76724.5,200.0,TP,100.0,False,2025-04
1077,2025-04-09 12:30:00,2025-04-09 12:35:00,SELL,75998.0,76098.0,75798.0,76098.0,-100.0,SL,100.0,False,2025-04
1078,2025-04-09 16:10:00,2025-04-09 16:15:00,BUY,77577.0,77477.0,77777.0,77777.0,200.0,TP,100.0,False,2025-04
1079,2025-04-09 17:15:00,2025-04-09 17:20:00,SELL,77723.0,77823.0,77523.0,77823.0,-100.0,SL,100.0,False,2025-04
1080,2025-04-09 20:00:00,2025-04-09 20:05:00,BUY,82461.0,82361.0,82661.0,82361.0,-100.0,SL,100.0,False,2025-04
1081,2025-04-09 20:30:00,2025-04-09 20:40:00,BUY,82343.5,82243.5,82543.5,82543.5,200.0,TP,100.0,False,2025-04
1082,2025-04-10 01:00:00,2025-04-10 01:05:00,BUY,82450.0,82350.0,82650.0,82350.0,-100.0,SL,100.0,False,2025-04
1083,2025-04-10 02:45:00,2025-04-10 02:50:00,SELL,82166.5,82266.5,81966.5,82266.5,-100.0,SL,100.0,False,2025-04
1084,2025-04-10 04:25:00,2025-04-10 04:35:00,SELL,81623.0,81723.0,81423.0,81723.0,-100.0,SL,100.0,False,2025-04
1085,2025-04-10 05:40:00,2025-04-10 05:45:00,BUY,82173.5,82073.5,82373.5,82073.5,-100.0,SL,100.0,False,2025-04
1086,2025-04-10 06:55:00,2025-04-10 07:25:00,BUY,82034.0,81934.0,82234.0,81934.0,-100.0,SL,100.0,False,2025-04
1087,2025-04-10 09:20:00,2025-04-10 09:25:00,BUY,81813.5,81713.5,82013.5,81713.5,-100.0,SL,100.0,False,2025-04
1088,2025-04-10 11:40:00,2025-04-10 12:00:00,BUY,81825.5,81725.5,82025.5,81725.5,-100.0,SL,100.0,False,2025-04
1089,2025-04-10 13:15:00,2025-04-10 13:25:00,BUY,81730.0,81630.0,81930.0,81630.0,-100.0,SL,100.0,False,2025-04
1090,2025-04-10 20:20:00,2025-04-10 20:30:00,SELL,79588.5,79688.5,79388.5,79688.5,-100.0,SL,100.0,False,2025-04
1091,2025-04-10 21:20:00,2025-04-10 21:25:00,SELL,79687.5,79787.5,79487.5,79787.5,-100.0,SL,100.0,False,2025-04
1092,2025-04-10 22:15:00,2025-04-10 22:55:00,BUY,79757.5,79657.5,79957.5,79657.5,-100.0,SL,100.0,False,2025-04
1093,2025-04-11 00:30:00,2025-04-11 00:35:00,SELL,79378.5,79478.5,79178.5,79478.5,-100.0,SL,100.0,False,2025-04
1094,2025-04-11 03:05:00,2025-04-11 03:20:00,BUY,80473.0,80373.0,80673.0,80673.0,200.0,TP,100.0,False,2025-04
1095,2025-04-11 05:00:00,2025-04-11 05:05:00,SELL,80669.5,80769.5,80469.5,80469.5,200.0,TP,100.0,False,2025-04
1096,2025-04-11 07:10:00,2025-04-11 07:15:00,SELL,80922.0,81022.0,80722.0,81022.0,-100.0,SL,100.0,False,2025-04
1097,2025-04-11 07:35:00,2025-04-11 07:40:00,BUY,81126.0,81026.0,81326.0,81326.0,200.0,TP,100.0,False,2025-04
1098,2025-04-11 08:00:00,2025-04-11 08:05:00,SELL,80843.0,80943.0,80643.0,80943.0,-100.0,SL,100.0,False,2025-04
1099,2025-04-11 08:35:00,2025-04-11 08:40:00,BUY,81696.5,81596.5,81896.5,81596.5,-100.0,SL,100.0,False,2025-04
1100,2025-04-11 09:20:00,2025-04-11 09:25:00,BUY,81710.0,81610.0,81910.0,81910.0,200.0,TP,100.0,False,2025-04
1101,2025-04-11 13:30:00,2025-04-11 13:35:00,BUY,82176.5,82076.5,82376.5,82376.5,200.0,TP,100.0,False,2025-04
1102,2025-04-11 16:30:00,2025-04-11 16:35:00,BUY,82598.0,82498.0,82798.0,82798.0,200.0,TP,100.0,False,2025-04
1103,2025-04-11 19:20:00,2025-04-11 19:25:00,BUY,83896.0,83796.0,84096.0,83796.0,-100.0,SL,100.0,False,2025-04
1104,2025-04-11 21:05:00,2025-04-11 21:20:00,BUY,83966.0,83866.0,84166.0,84166.0,200.0,TP,100.0,False,2025-04
1105,2025-04-11 23:30:00,2025-04-11 23:50:00,BUY,83315.0,83215.0,83515.0,83515.0,200.0,TP,100.0,False,2025-04
1106,2025-04-12 02:10:00,2025-04-12 02:15:00,SELL,83128.5,83228.5,82928.5,83228.5,-100.0,SL,100.0,False,2025-04
1107,2025-04-12 02:45:00,2025-04-12 02:50:00,SELL,83128.5,83228.5,82928.5,82928.5,200.0,TP,100.0,False,2025-04
1108,2025-04-12 06:00:00,2025-04-12 06:20:00,BUY,83429.5,83329.5,83629.5,83629.5,200.0,TP,100.0,False,2025-04
1109,2025-04-12 07:15:00,2025-04-12 07:20:00,BUY,83700.0,83600.0,83900.0,83600.0,-100.0,SL,100.0,False,2025-04
1110,2025-04-12 08:20:00,2025-04-12 09:00:00,SELL,83623.0,83723.0,83423.0,83723.0,-100.0,SL,100.0,False,2025-04
1111,2025-04-12 11:00:00,2025-04-12 12:15:00,BUY,83466.5,83366.5,83666.5,83666.5,200.0,TP,100.0,False,2025-04
1112,2025-04-12 13:05:00,2025-04-12 13:15:00,BUY,83893.0,83793.0,84093.0,83793.0,-100.0,SL,100.0,False,2025-04
1113,2025-04-12 15:20:00,2025-04-12 15:35:00,BUY,85022.0,84922.0,85222.0,85222.0,200.0,TP,100.0,False,2025-04
1114,2025-04-12 16:30:00,2025-04-12 16:35:00,SELL,84784.5,84884.5,84584.5,84884.5,-100.0,SL,100.0,False,2025-04
1115,2025-04-12 19:30:00,2025-04-12 19:35:00,SELL,84919.5,85019.5,84719.5,85019.5,-100.0,SL,100.0,False,2025-04
1116,2025-04-12 21:30:00,2025-04-12 21:35:00,SELL,85249.0,85349.0,85049.0,85349.0,-100.0,SL,100.0,False,2025-04
1117,2025-04-12 22:50:00,2025-04-13 00:15:00,SELL,85323.5,85423.5,85123.5,85423.5,-100.0,SL,100.0,False,2025-04
1118,2025-04-13 02:15:00,2025-04-13 02:25:00,SELL,85071.0,85171.0,84871.0,84871.0,200.0,TP,100.0,False,2025-04
1119,2025-04-13 03:15:00,2025-04-13 03:20:00,SELL,85214.0,85314.0,85014.0,85314.0,-100.0,SL,100.0,False,2025-04
1120,2025-04-13 05:45:00,2025-04-13 06:00:00,SELL,84428.5,84528.5,84228.5,84528.5,-100.0,SL,100.0,False,2025-04
1121,2025-04-13 06:25:00,2025-04-13 06:55:00,BUY,84700.0,84600.0,84900.0,84600.0,-100.0,SL,100.0,False,2025-04
1122,2025-04-13 09:25:00,2025-04-13 09:45:00,BUY,84686.0,84586.0,84886.0,84886.0,200.0,TP,100.0,False,2025-04
1123,2025-04-13 15:05:00,2025-04-13 15:10:00,SELL,83698.5,83798.5,83498.5,83798.5,-100.0,SL,100.0,False,2025-04
1124,2025-04-13 18:15:00,2025-04-13 18:30:00,SELL,84553.5,84653.5,84353.5,84653.5,-100.0,SL,100.0,False,2025-04
1125,2025-04-13 21:35:00,2025-04-13 21:40:00,SELL,83011.0,83111.0,82811.0,83111.0,-100.0,SL,100.0,False,2025-04
1126,2025-04-13 23:00:00,2025-04-13 23:05:00,SELL,83181.0,83281.0,82981.0,83281.0,-100.0,SL,100.0,False,2025-04
1127,2025-04-14 01:50:00,2025-04-14 02:00:00,SELL,84249.0,84349.0,84049.0,84049.0,200.0,TP,100.0,False,2025-04
1128,2025-04-14 05:05:00,2025-04-14 05:35:00,SELL,84690.5,84790.5,84490.5,84490.5,200.0,TP,100.0,False,2025-04
1129,2025-04-14 06:05:00,2025-04-14 06:10:00,SELL,84319.0,84419.0,84119.0,84419.0,-100.0,SL,100.0,False,2025-04
1130,2025-04-14 07:10:00,2025-04-14 07:15:00,SELL,84290.5,84390.5,84090.5,84390.5,-100.0,SL,100.0,False,2025-04
1131,2025-04-14 08:40:00,2025-04-14 08:50:00,BUY,84763.0,84663.0,84963.0,84663.0,-100.0,SL,100.0,False,2025-04
1132,2025-04-14 09:25:00,2025-04-14 09:35:00,SELL,84547.5,84647.5,84347.5,84347.5,200.0,TP,100.0,False,2025-04
1133,2025-04-14 11:05:00,2025-04-14 11:10:00,BUY,84785.0,84685.0,84985.0,84685.0,-100.0,SL,100.0,False,2025-04
1134,2025-04-14 11:25:00,2025-04-14 12:05:00,BUY,84846.5,84746.5,85046.5,84746.5,-100.0,SL,100.0,False,2025-04
1135,2025-04-14 13:30:00,2025-04-14 13:35:00,SELL,84709.0,84809.0,84509.0,84509.0,200.0,TP,100.0,False,2025-04
1136,2025-04-14 17:15:00,2025-04-14 17:20:00,SELL,84278.5,84378.5,84078.5,84378.5,-100.0,SL,100.0,False,2025-04
1137,2025-04-14 21:10:00,2025-04-14 21:20:00,BUY,84891.0,84791.0,85091.0,84791.0,-100.0,SL,100.0,False,2025-04
1138,2025-04-14 22:30:00,2025-04-14 22:50:00,BUY,84581.0,84481.0,84781.0,84481.0,-100.0,SL,100.0,False,2025-04
1139,2025-04-14 23:05:00,2025-04-14 23:40:00,BUY,84551.0,84451.0,84751.0,84451.0,-100.0,SL,100.0,False,2025-04
1140,2025-04-15 04:00:00,2025-04-15 04:05:00,BUY,85395.5,85295.5,85595.5,85295.5,-100.0,SL,100.0,False,2025-04
1141,2025-04-15 04:20:00,2025-04-15 04:40:00,SELL,85191.5,85291.5,84991.5,85291.5,-100.0,SL,100.0,False,2025-04
1142,2025-04-15 05:30:00,2025-04-15 05:35:00,SELL,85496.5,85596.5,85296.5,85596.5,-100.0,SL,100.0,False,2025-04
1143,2025-04-15 07:00:00,2025-04-15 07:20:00,BUY,85534.5,85434.5,85734.5,85734.5,200.0,TP,100.0,False,2025-04
1144,2025-04-15 08:00:00,2025-04-15 08:15:00,BUY,85720.5,85620.5,85920.5,85920.5,200.0,TP,100.0,False,2025-04
1145,2025-04-15 09:30:00,2025-04-15 09:45:00,SELL,85713.0,85813.0,85513.0,85813.0,-100.0,SL,100.0,False,2025-04
1146,2025-04-15 12:00:00,2025-04-15 12:20:00,BUY,85588.0,85488.0,85788.0,85488.0,-100.0,SL,100.0,False,2025-04
1147,2025-04-15 13:55:00,2025-04-15 14:00:00,SELL,85554.0,85654.0,85354.0,85354.0,200.0,TP,100.0,False,2025-04
1148,2025-04-15 15:20:00,2025-04-15 15:25:00,BUY,85290.0,85190.0,85490.0,85190.0,-100.0,SL,100.0,False,2025-04
1149,2025-04-15 19:50:00,2025-04-15 19:55:00,BUY,84051.0,83951.0,84251.0,83951.0,-100.0,SL,100.0,False,2025-04
1150,2025-04-15 20:10:00,2025-04-15 20:25:00,BUY,84049.5,83949.5,84249.5,83949.5,-100.0,SL,100.0,False,2025-04
1151,2025-04-15 21:00:00,2025-04-15 21:05:00,BUY,84068.0,83968.0,84268.0,83968.0,-100.0,SL,100.0,False,2025-04
1152,2025-04-15 22:00:00,2025-04-15 22:05:00,SELL,83894.5,83994.5,83694.5,83994.5,-100.0,SL,100.0,False,2025-04
1153,2025-04-15 22:30:00,2025-04-15 22:45:00,BUY,83942.5,83842.5,84142.5,83842.5,-100.0,SL,100.0,False,2025-04
1154,2025-04-15 23:05:00,2025-04-15 23:20:00,SELL,83639.5,83739.5,83439.5,83739.5,-100.0,SL,100.0,False,2025-04
1155,2025-04-16 01:20:00,2025-04-16 01:30:00,BUY,83476.0,83376.0,83676.0,83376.0,-100.0,SL,100.0,False,2025-04
1156,2025-04-16 03:40:00,2025-04-16 04:15:00,SELL,83675.0,83775.0,83475.0,83475.0,200.0,TP,100.0,False,2025-04
1157,2025-04-16 05:20:00,2025-04-16 05:30:00,SELL,83436.0,83536.0,83236.0,83236.0,200.0,TP,100.0,False,2025-04
1158,2025-04-16 06:15:00,2025-04-16 06:45:00,BUY,83481.0,83381.0,83681.0,83681.0,200.0,TP,100.0,False,2025-04
1159,2025-04-16 08:25:00,2025-04-16 08:30:00,BUY,83382.5,83282.5,83582.5,83582.5,200.0,TP,100.0,False,2025-04
1160,2025-04-16 10:15:00,2025-04-16 11:00:00,BUY,83781.0,83681.0,83981.0,83981.0,200.0,TP,100.0,False,2025-04
1161,2025-04-16 11:45:00,2025-04-16 12:25:00,BUY,84029.5,83929.5,84229.5,84229.5,200.0,TP,100.0,False,2025-04
1162,2025-04-16 13:30:00,2025-04-16 13:35:00,BUY,83813.5,83713.5,84013.5,84013.5,200.0,TP,100.0,False,2025-04
1163,2025-04-16 13:55:00,2025-04-16 14:00:00,SELL,83565.0,83665.0,83365.0,83665.0,-100.0,SL,100.0,False,2025-04
1164,2025-04-16 15:10:00,2025-04-16 15:15:00,BUY,84815.5,84715.5,85015.5,84715.5,-100.0,SL,100.0,False,2025-04
1165,2025-04-16 16:05:00,2025-04-16 16:10:00,BUY,85013.5,84913.5,85213.5,84913.5,-100.0,SL,100.0,False,2025-04
1166,2025-04-16 20:40:00,2025-04-16 20:45:00,SELL,84318.0,84418.0,84118.0,84418.0,-100.0,SL,100.0,False,2025-04
1167,2025-04-17 08:15:00,2025-04-17 08:55:00,SELL,84566.0,84666.0,84366.0,84366.0,200.0,TP,100.0,False,2025-04
1168,2025-04-17 10:10:00,2025-04-17 11:00:00,SELL,84311.0,84411.0,84111.0,84411.0,-100.0,SL,100.0,False,2025-04
1169,2025-04-17 14:45:00,2025-04-17 14:50:00,BUY,84170.5,84070.5,84370.5,84070.5,-100.0,SL,100.0,False,2025-04
1170,2025-04-17 16:05:00,2025-04-17 16:10:00,BUY,84668.0,84568.0,84868.0,84568.0,-100.0,SL,100.0,False,2025-04
1171,2025-04-17 18:50:00,2025-04-17 18:55:00,SELL,85021.5,85121.5,84821.5,85121.5,-100.0,SL,100.0,False,2025-04
1172,2025-04-17 20:05:00,2025-04-17 20:15:00,BUY,85047.5,84947.5,85247.5,84947.5,-100.0,SL,100.0,False,2025-04
1173,2025-04-17 22:35:00,2025-04-17 23:25:00,SELL,84848.5,84948.5,84648.5,84948.5,-100.0,SL,100.0,False,2025-04
1174,2025-04-18 02:25:00,2025-04-18 03:00:00,BUY,84906.0,84806.0,85106.0,84806.0,-100.0,SL,100.0,False,2025-04
1175,2025-04-18 04:05:00,2025-04-18 05:20:00,SELL,84690.5,84790.5,84490.5,84490.5,200.0,TP,100.0,False,2025-04
1176,2025-04-18 07:10:00,2025-04-18 07:20:00,SELL,84599.0,84699.0,84399.0,84399.0,200.0,TP,100.0,False,2025-04
1177,2025-04-18 08:55:00,2025-04-18 12:00:00,SELL,84561.0,84661.0,84361.0,84661.0,-100.0,SL,100.0,False,2025-04
1178,2025-04-18 12:35:00,2025-04-18 12:50:00,BUY,84720.0,84620.0,84920.0,84620.0,-100.0,SL,100.0,False,2025-04
1179,2025-04-18 14:15:00,2025-04-18 14:40:00,SELL,84432.5,84532.5,84232.5,84532.5,-100.0,SL,100.0,False,2025-04
1180,2025-04-18 16:00:00,2025-04-18 16:05:00,SELL,84305.5,84405.5,84105.5,84405.5,-100.0,SL,100.0,False,2025-04
1181,2025-04-18 16:15:00,2025-04-18 21:40:00,BUY,84429.0,84329.0,84629.0,84629.0,200.0,TP,100.0,False,2025-04
1182,2025-04-19 00:05:00,2025-04-19 01:05:00,SELL,84386.0,84486.0,84186.0,84486.0,-100.0,SL,100.0,False,2025-04
1183,2025-04-19 02:10:00,2025-04-19 02:55:00,BUY,84560.0,84460.0,84760.0,84760.0,200.0,TP,100.0,False,2025-04
1184,2025-04-19 07:20:00,2025-04-19 07:40:00,BUY,85006.0,84906.0,85206.0,85206.0,200.0,TP,100.0,False,2025-04
1185,2025-04-19 10:15:00,2025-04-19 13:10:00,SELL,85181.5,85281.5,84981.5,85281.5,-100.0,SL,100.0,False,2025-04
1186,2025-04-19 15:20:00,2025-04-19 15:30:00,BUY,85458.0,85358.0,85658.0,85358.0,-100.0,SL,100.0,False,2025-04
1187,2025-04-19 16:25:00,2025-04-19 16:45:00,SELL,85099.0,85199.0,84899.0,84899.0,200.0,TP,100.0,False,2025-04
1188,2025-04-19 20:50:00,2025-04-19 21:10:00,SELL,85164.0,85264.0,84964.0,85264.0,-100.0,SL,100.0,False,2025-04
1189,2025-04-19 22:30:00,2025-04-19 23:05:00,BUY,85257.0,85157.0,85457.0,85157.0,-100.0,SL,100.0,False,2025-04
1190,2025-04-20 00:10:00,2025-04-20 06:40:00,BUY,85113.5,85013.5,85313.5,85013.5,-100.0,SL,100.0,False,2025-04
1191,2025-04-20 12:00:00,2025-04-20 12:20:00,BUY,84112.0,84012.0,84312.0,84312.0,200.0,TP,100.0,False,2025-04
1192,2025-04-20 13:35:00,2025-04-20 14:00:00,BUY,84345.5,84245.5,84545.5,84245.5,-100.0,SL,100.0,False,2025-04
